Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type
12.857645184135976,0.073879939,94.0462,1985,1850.924,NCG43,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.08139146,177.837,1985,6351.732,FDR23,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.005448005,102.1016,1985,3542.056,FDS52,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.15,0.028714747,151.9708,2009,3611.2992,NCP18,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.122058364,172.8396,1985,7152.0236,DRF23,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3
13.5,0.125528734,262.191,2002,6048.793,FDO09,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
17.5,0.007555176,145.9102,2002,2187.153,FDB40,Regular,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.077046505,189.453,1985,759.012,DRK37,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
7.85,0.162980276,145.2444,1997,1451.444,DRN11,Low Fat,Hard Drinks,OUT046,Small,Tier 1,Supermarket Type1
9.695,0.029632784,159.692,2002,958.752,FDE22,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
17.5,0.013634468,256.4304,2004,1808.3128,FDF04,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
9.195,0.064376263,83.1566,2007,1099.2358,FDE41,Regular,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.147663025,106.028,1985,1810.976,FDW08,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
21.1,0.029003459,143.4786,2004,2311.6576,NCD54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
10.195,0.107834541,146.5076,2009,1330.2684,FDZ33,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
17.85,0.146399663,93.8436,2004,1418.154,FDO23,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1
15.6,0.04575559,167.1132,2004,2874.9244,FDN34,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
16.1,0.063278652,182.1318,1987,2345.6134,FDL39,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1
13.3,0.063664998,151.6708,1999,3912.2408,FDT28,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.85,0.122221269,45.9428,2009,1274.3412,FDH33,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
11.5,0.014944614,171.808,2007,5712.564,FDA34,Low Fat,Starchy Foods,OUT017,Medium,Tier 2,Supermarket Type1
16.25,0.025732114,166.4474,2004,5390.3168,FDZ56,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
14.65,0.171281641,54.0614,2007,1160.4894,DRH23,Low Fat,Hard Drinks,OUT017,Medium,Tier 2,Supermarket Type1
13.15,0.024646608,177.4686,2004,5510.8266,NCO18,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
8.895,0.0,42.0138,2009,568.5932,DRG27,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
15.7,0.075661985,181.366,1998,179.766,FDM28,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
16.75,0.126765903,35.7532,1998,143.8128,NCY41,Low Fat,Health and Hygiene,OUT010,Medium,Tier 3,Grocery Store
10.3,0.030563449,114.4176,2004,2633.9048,FDD21,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
8.05,0.078522357,257.1646,1999,6183.9504,FDD44,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
18.6,0.039294854,246.6802,1997,2702.4822,FDP16,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
20.75,0.089260667,193.4478,1997,4843.695,FDQ37,Low Fat,Breakfast,OUT046,Small,Tier 1,Supermarket Type1
13.5,0.05510153,37.0874,2002,952.7598,NCY05,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
8.18,0.013127548,142.0154,2004,1985.4156,NCE07,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
17.25,0.042233642,173.3764,2004,2061.3168,DRI51,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
20.0,0.081492092,35.519,2002,1025.332,NCI31,Low Fat,Others,OUT045,Medium,Tier 2,Supermarket Type1
16.5,0.0,96.2068,1997,3013.4108,FDK60,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
9.8,0.14061104,49.8008,1997,809.6128,FDY12,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
17.25,0.072952298,76.0986,1999,623.1888,FDO38,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1
15.85,0.069087481,218.7166,2004,1088.583,FDP11,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.075215349,108.4254,1985,217.0508,FDC21,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
18.0,0.047645037,172.6422,2007,2931.5174,NCF54,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.122242847,207.5638,1985,4555.4036,FDC35,Low Fat,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3
16.0,0.076975118,46.2086,1999,490.6946,FDV43,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
4.59,0.070890602,111.686,1999,1584.604,DRE12,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
11.85,0.132560174,97.2726,1987,782.9808,DRE27,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.044767032,173.7054,1985,5778.4782,DRC36,Regular,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.007962273,174.0422,1985,5173.266,FDZ38,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3
18.2,0.058799705,220.7456,2007,4420.912,NCW42,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
7.825,0.186445212,255.5698,2002,1522.0188,NCZ18,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.098606543,232.73,1985,932.12,FDL13,Regular,Breakfast,OUT019,Small,Tier 1,Grocery Store
8.895,0.125222705,113.3544,2009,1006.6896,NCN18,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
18.5,0.062609071,148.6418,2007,1765.7016,FDI41,Regular,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
14.85,0.009930514,157.463,1987,2503.408,FDV22,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.099428487,187.8898,1985,7296.5022,NCB43,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
7.51,0.103793399,110.1544,2004,2684.5056,FDQ46,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
15.6,0.0,111.9518,1999,2163.1842,FDC44,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
8.02,0.111419588,154.3998,2004,3383.5956,FDB22,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
11.0,0.106051405,124.4046,2002,2241.0828,FDV23,Low Fat,Breads,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.04016342,181.166,1985,3415.554,FDK10,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
17.5,0.026925385,264.391,2002,5259.82,FDF05,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
7.235,0.099962524,193.8452,1997,1957.452,FDL33,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.020614212,126.4046,1985,5353.6978,FDD20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.050692386,125.6678,1985,4832.3764,NCM54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
18.0,0.008589133,81.0618,2007,1450.1124,FDW48,Low Fat,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
16.1,0.023673342,189.0846,2009,5350.3688,DRF36,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
7.475,0.075881475,155.2656,2002,2934.8464,NCM06,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
16.5,0.061330521,178.7318,1998,360.8636,NCA54,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
11.35,0.030869612,49.8008,2002,708.4112,FDT46,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
16.1,0.024944396,95.441,2004,2220.443,FDH20,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
18.7,0.057654132,83.1566,2002,1606.5754,FDT38,Low Fat,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
8.645,0.143713508,96.641,2002,868.869,NCI17,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
17.1,0.032812669,147.1392,2007,2237.088,FDO40,Low Fat,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
9.8,0.045266806,36.9874,1997,705.748,FDP12,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.099747488,75.2328,1985,1544.656,FDI44,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.0,242.9854,1985,6767.1912,FDB21,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
15.25,0.089742065,213.7192,1987,1078.596,FDG16,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
10.5,0.011351778,236.5248,2007,4029.4216,NCZ42,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
5.82,0.081096613,170.379,2007,1018.674,NCJ30,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
10.0,0.025827199,263.2226,1997,3700.5164,FDV49,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1
5.5,0.0,103.1016,2002,2024.032,NCO43,Low Fat,Others,OUT045,Medium,Tier 2,Supermarket Type1
18.35,0.148938624,191.9504,1998,767.0016,NCF18,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
19.0,0.0,211.0244,1998,1482.0708,NCX41,Low Fat,Health and Hygiene,OUT010,Medium,Tier 3,Grocery Store
6.71,0.029535852,67.5142,1987,593.2278,FDY11,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
10.3,0.011143599,88.254,1999,1125.202,FDU46,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
18.35,0.014045832,222.7746,1999,1570.6222,NCI18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
13.8,0.014730322,90.9172,2004,2141.2128,FDL38,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1
10.5,0.026520107,144.8128,2007,2157.192,FDY60,Regular,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
20.75,0.083736551,178.7318,1999,3428.2042,FDF53,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.059557164,263.7226,1985,6872.3876,NCM05,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3
9.895,0.028837829,117.8492,2009,1506.0396,FDR13,Regular,Canned,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.113669629,89.0198,1985,174.4396,FDA49,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.012865901,59.3536,1985,122.5072,FDY52,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.182236555,107.1622,1985,211.7244,FDL02,Regular,Canned,OUT019,Small,Tier 1,Grocery Store
11.1,0.176069023,156.7604,1987,1901.5248,FDO24,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
10.1,0.053574075,223.7088,2004,2684.5056,FDM08,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.044063785,147.2418,1985,294.2836,FDJ02,Regular,Canned,OUT019,Small,Tier 1,Grocery Store
14.0,0.105573769,143.9812,2009,1139.8496,FDW40,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.030657949,50.5008,1985,1012.016,FDT46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
9.395,0.172042892,139.9838,2007,1966.7732,FDY08,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.064052392,256.1646,1985,7472.2734,FDM21,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.034531702,142.2496,1985,2399.5432,FDH26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
6.13,0.028365524,110.0912,1999,1637.868,NCM42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
8.5,0.097866209,51.1324,2004,1350.2424,FDW13,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.01401884,178.1344,1985,3747.1224,FDN04,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
9.1,0.0,114.4518,1997,1593.9252,NCD07,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
15.25,0.044539371,85.3198,1998,261.6594,FDB34,Low Fat,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
13.5,0.0,179.9976,1987,4889.6352,FDD09,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
10.8,0.0,72.338,1999,805.618,DRH59,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1
15.2,0.050168354,95.3752,2004,1438.128,DRN36,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
19.35,0.040154087,164.6868,2007,1146.5076,DRA24,Regular,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.009364957,74.238,1985,1171.808,FDY36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
11.5,0.037539164,106.9254,1987,3038.7112,FDG34,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
9.8,0.026992588,127.302,2007,2277.036,FDK43,Low Fat,Meat,OUT017,Medium,Tier 2,Supermarket Type1
7.475,0.076156245,156.4656,2007,2008.0528,NCM06,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
9.8,0.026192765,215.685,2009,649.155,FDK22,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.058542509,188.353,1985,4364.319,FDF21,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
14.75,0.089686322,115.3518,2009,1821.6288,FDO33,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
5.5,0.047364617,100.0016,2007,708.4112,NCO43,Low Fat,Others,OUT017,Medium,Tier 2,Supermarket Type1
17.2,0.156269303,159.6578,2004,3048.6982,FDX15,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1
19.2,0.035185588,181.3318,1997,1443.4544,FDS10,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.247321039,152.3998,1985,153.7998,FDD46,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store
14.85,0.009979271,155.763,2009,3129.26,FDV22,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
7.565,0.054863459,58.393,2009,509.337,NCR29,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2
18.25,0.075620262,123.8046,2007,3486.1288,FDU34,Low Fat,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
9.6,0.02236923,104.799,2009,1341.587,FDZ35,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2
7.855,0.073906461,218.4482,2004,4819.0604,FDA26,Regular,Dairy,OUT035,Small,Tier 2,Supermarket Type1
10.1,0.032283676,52.2008,2007,759.012,FDP38,Low Fat,Canned,OUT017,Medium,Tier 2,Supermarket Type1
10.395,0.11207602,58.022,2004,659.142,FDT22,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
16.25,0.087668236,94.941,2007,1737.738,FDA50,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
17.6,0.049067877,115.6176,1997,2519.3872,FDY10,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
15.5,0.026355345,100.8332,2002,1537.998,FDC09,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
7.59,0.145631695,172.808,2009,2250.404,FDT19,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.029793955,167.2816,1985,5704.5744,FDO34,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
11.1,0.033160417,119.6124,1999,2251.7356,NCV54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.035574413,131.4284,1985,5404.9644,FDH57,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
16.1,0.047801883,127.4362,1997,2265.0516,FDA28,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
5.155,0.083198341,246.0776,1997,990.7104,FDB05,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.059281315,111.586,1985,339.558,FDK45,Low Fat,Seafood,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.171417316,173.0738,1985,347.5476,DRH01,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
6.365,0.007348286,62.8536,1997,796.2968,FDY52,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
11.65,0.0,152.6024,2004,303.6048,FDR48,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
18.25,0.170795745,154.463,2004,2190.482,FDY15,Regular,Dairy,OUT035,Small,Tier 2,Supermarket Type1
11.8,0.025966531,102.2674,1999,2444.8176,FDM51,Regular,Meat,OUT049,Medium,Tier 1,Supermarket Type1
18.2,0.161489509,37.619,1997,366.19,FDR43,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
13.65,0.025899245,81.1302,1987,792.302,FDW09,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
8.365,0.039906377,191.3188,1999,1713.7692,FDV44,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.072864869,165.2526,1985,822.263,DRH37,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
20.7,0.079419755,99.8042,1999,1488.063,FDZ47,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
17.75,0.03050705,180.366,1997,2336.958,NCP43,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1
18.0,0.073490977,157.3972,2009,778.986,FDL26,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2
9.695,0.070843019,177.7344,2007,1605.9096,DRM35,Low Fat,Hard Drinks,OUT017,Medium,Tier 2,Supermarket Type1
6.42,0.053688479,178.3002,2009,2328.3026,FDM39,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
10.6,0.056911107,233.9642,2002,3717.8272,DRD15,Low Fat,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
5.03,0.014472516,122.0756,1998,121.1756,NCK06,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
7.825,0.150319469,156.9288,2002,1571.288,FDV04,Regular,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.032750291,112.1518,1985,5351.0346,FDG46,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
17.7,0.016622448,50.2034,1999,1166.4816,FDO19,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
8.235,0.014482153,182.295,1999,3661.9,NCN05,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
11.6,0.0,141.6154,2002,3829.0158,DRA12,Low Fat,Soft Drinks,OUT045,Medium,Tier 2,Supermarket Type1
17.2,0.025205909,149.1418,1999,1177.1344,FDJ02,Regular,Canned,OUT049,Medium,Tier 1,Supermarket Type1
11.0,0.037971697,38.948,2002,519.324,NCK17,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
19.6,0.039544237,163.6526,1987,1151.1682,FDO58,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
8.02,0.111613921,152.6998,1999,3383.5956,FDB22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
5.365,0.140524691,172.7764,2002,2233.0932,FDG33,Regular,Seafood,OUT045,Medium,Tier 2,Supermarket Type1
11.35,0.045073782,101.9016,2002,2631.2416,FDK58,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.043168763,82.8592,1985,165.1184,DRH49,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
16.35,0.020547951,51.2324,1997,571.2564,FDT43,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
17.25,0.113694957,253.4724,1999,6040.1376,NCR38,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
13.8,0.097043739,57.493,2004,1358.232,DRI39,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
8.485,0.058121214,104.499,2004,1238.388,NCZ05,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1
11.8,0.07665661,32.3558,1987,169.779,FDU21,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
15.35,0.035204319,122.873,1999,2832.979,NCP54,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
10.0,0.089333332,145.6102,2002,2624.5836,NCX29,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
19.2,0.0,153.3314,2007,3257.7594,FDV01,Regular,Canned,OUT017,Medium,Tier 2,Supermarket Type1
18.6,0.080956792,95.2436,2007,1796.3284,NCS17,Low Fat,Health and Hygiene,OUT017,Medium,Tier 2,Supermarket Type1
18.5,0.03391645,130.9284,1987,1713.7692,NCN07,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1
20.25,0.102704495,94.312,2004,2982.784,FDB14,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1
12.35,0.163910938,119.2124,2004,1303.6364,NCJ18,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
14.5,0.058827383,172.2448,1997,2897.5616,FDF57,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
14.8,0.044840933,78.367,1987,918.804,DRG01,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1
14.0,0.029843736,143.9786,2009,866.8716,FDA02,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
10.8,0.061446997,150.4024,2007,2884.2456,DRJ37,Low Fat,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
14.65,0.011180713,53.8614,1987,221.0456,NCP55,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.038822077,147.7418,1985,1618.5598,FDW45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
6.65,0.053397989,149.3734,2002,296.9468,FDK38,Low Fat,Canned,OUT045,Medium,Tier 2,Supermarket Type1
6.59,0.043828293,121.4098,1998,241.0196,NCZ30,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.214139786,102.4016,1985,202.4032,FDK08,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
9.395,0.109075742,42.9112,2004,426.112,DRY23,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
19.75,0.012448294,188.2872,1997,2647.2208,FDT31,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
7.56,0.064030636,154.463,2009,2503.408,FDU52,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
20.25,0.14781046,234.8616,1987,2812.3392,NCG19,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
20.6,0.071136948,76.3696,2002,372.848,NCR30,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
6.575,0.07566089,145.4444,2002,2612.5992,FDN23,Regular,Breads,OUT045,Medium,Tier 2,Supermarket Type1
19.7,0.16102755,254.1014,2002,4845.0266,FDQ01,Regular,Canned,OUT045,Medium,Tier 2,Supermarket Type1
13.5,0.029893094,81.096,1998,159.792,FDO22,Regular,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
6.28,0.027761289,85.8198,2002,872.198,DRE13,Low Fat,Soft Drinks,OUT045,Medium,Tier 2,Supermarket Type1
18.25,0.012272797,160.2894,2004,3235.788,FDL44,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
9.3,0.174317307,106.7964,2004,841.5712,FDT34,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
16.6,0.135707553,170.6422,2004,1379.5376,DRM23,Low Fat,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1
16.35,0.068219025,198.9426,2002,3559.3668,FDF32,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
10.0,0.021468792,251.675,2002,4244.475,NCE18,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.163882129,113.2518,1985,3415.554,FDA51,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3
7.535,0.082250143,118.344,2007,3115.944,DRZ24,Low Fat,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
4.92,0.046026479,196.5084,1999,3769.7596,FDT48,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
6.385,0.0,108.9596,1997,1186.4556,DRG11,Low Fat,Hard Drinks,OUT046,Small,Tier 1,Supermarket Type1
18.5,0.052149675,118.3124,1999,1540.6612,FDE58,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
11.6,0.040911824,142.3154,1987,2552.6772,DRA12,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1
17.35,0.056235142,102.0016,2007,1619.2256,FDP60,Low Fat,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
16.7,0.062170334,60.9562,2002,829.5868,FDT10,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
10.895,0.032427039,147.7102,1987,1166.4816,FDE05,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
18.35,0.099309997,91.4462,2002,1665.8316,FDC32,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
18.75,0.05310896,193.6504,2007,2876.256,FDJ22,Low Fat,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
9.3,0.044843161,246.1802,2009,2702.4822,NCH18,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.164966345,189.4872,1985,189.0872,DRE37,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
8.26,0.032435437,124.873,2004,2956.152,DRC13,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
12.8,0.06961884,260.3252,1997,8132.0812,FDG47,Low Fat,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1
